episodio,anime,temporada,modeloLlm,totalLinhas,falasTraduzidas,falasDoCache,tempoTotalMs,quantidadeAvisos,registradoEm
Mobile Suit Zeta Gundam - S01E26_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,359,339,0,111794,2,2026-08-16T01:57:19.245234800Z
Mobile Suit Zeta Gundam - S01E27_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,378,360,0,137941,2,2026-08-16T01:59:37.197856100Z
Mobile Suit Zeta Gundam - S01E28_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,372,356,0,124004,2,2026-08-16T02:01:41.215563Z
Mobile Suit Zeta Gundam - S01E29_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,393,376,0,137314,3,2026-08-16T02:03:58.541460Z
Mobile Suit Zeta Gundam - S01E30_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,295,280,0,92211,5,2026-08-16T02:05:30.780092700Z
Mobile Suit Zeta Gundam - S01E31_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,342,331,0,103569,0,2026-08-16T02:07:14.361282800Z
Mobile Suit Zeta Gundam - S01E32_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,347,329,0,111004,0,2026-08-16T02:09:05.378060600Z
Mobile Suit Zeta Gundam - S01E33_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,336,316,0,116315,2,2026-08-16T02:11:01.706970300Z
Mobile Suit Zeta Gundam - S01E34_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,352,337,0,109881,1,2026-08-16T02:12:51.606435100Z
Mobile Suit Zeta Gundam - S01E35_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,335,321,0,109401,2,2026-08-16T02:14:41.021067700Z
Mobile Suit Zeta Gundam - S01E36_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,314,288,0,91945,2,2026-08-16T02:16:12.985171500Z
Mobile Suit Zeta Gundam - S01E37_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,376,369,0,136055,1,2026-08-16T02:18:29.053256300Z
Mobile Suit Zeta Gundam - S01E38_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,381,358,0,125258,3,2026-08-16T02:20:34.322728Z
Mobile Suit Zeta Gundam - S01E39_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,391,370,0,122208,1,2026-08-16T02:22:36.547268500Z
Mobile Suit Zeta Gundam - S01E40_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,378,355,0,110672,1,2026-08-16T02:24:27.234764800Z
Mobile Suit Zeta Gundam - S01E41_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,407,395,0,119500,1,2026-08-16T02:26:26.751405100Z
Mobile Suit Zeta Gundam - S01E42_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,311,293,0,100382,0,2026-08-16T02:28:07.144031700Z
Mobile Suit Zeta Gundam - S01E43_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,320,299,0,113912,2,2026-08-16T02:30:01.074537300Z
Mobile Suit Zeta Gundam - S01E44_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,373,344,0,109315,1,2026-08-16T02:31:50.410876600Z
Mobile Suit Zeta Gundam - S01E45_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,306,292,0,94241,2,2026-08-16T02:33:24.666555300Z
Mobile Suit Zeta Gundam - S01E46_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,351,325,0,102272,0,2026-08-16T02:35:06.950805Z
Mobile Suit Zeta Gundam - S01E47_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,350,336,0,101853,4,2026-08-16T02:36:48.816443300Z
Mobile Suit Zeta Gundam - S01E48_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,308,283,0,82687,3,2026-08-16T02:38:11.518472600Z
Mobile Suit Zeta Gundam - S01E49_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,286,264,0,77679,3,2026-08-16T02:39:29.210334400Z
Mobile Suit Zeta Gundam - S01E50_Track2.ass,Mobile Suit Zeta Gundam,Temporada Única,aya-expanse-8b,329,313,0,96220,1,2026-08-16T02:41:05.443596400Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E01 - Departure 0096_Track4.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,219,216,0,138485,0,2026-08-15T22:53:49.611216900Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E02 - First Blood_Track4.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,308,306,0,180231,1,2026-08-15T22:56:49.860442300Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E03 - They Called It Gundam_Track4.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,192,187,0,88880,0,2026-08-15T22:58:18.760106500Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E04 - Full Frontal's Pursuit_Track4.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,373,371,0,198927,0,2026-08-15T23:01:37.701136200Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E05 - Clash with the Red Comet_Track4.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,269,267,0,142481,0,2026-08-15T23:04:00.195492700Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E06 - Under the Mask_Track3.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,293,291,0,157432,0,2026-08-15T23:06:37.641034800Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E07 - The Battle of Palau_Track3.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,245,242,0,123993,0,2026-08-15T23:08:41.648816400Z
"Mobile Suit Gundam Unicorn Re0096 (2016) - S01E08 - Laplace, Where It All Began_Track3.ass",Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,350,348,0,196624,0,2026-08-15T23:11:58.294569500Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E09 - Retribution_Track3.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,273,271,0,143135,0,2026-08-15T23:14:21.443601300Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E10 - From the Scorching Earth_Track3.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,249,249,0,131094,0,2026-08-15T23:16:32.556349400Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E11 - Battle at Torrington_Track3.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,269,267,0,142929,0,2026-08-15T23:18:55.498262500Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E12 - A Private War_Track4.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,235,233,0,113019,0,2026-08-15T23:20:48.534809200Z
"Mobile Suit Gundam Unicorn Re0096 (2016) - S01E13 - Banagher Links, Soldier_Track4.ass",Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,253,252,0,133512,0,2026-08-15T23:23:02.065954400Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E14 - Clash of the Two Unicorns_Track4.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,232,227,0,97059,0,2026-08-15T23:24:39.139315900Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E15 - Waiting in Space_Track4.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,198,194,0,94873,0,2026-08-15T23:26:14.027222900Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E16 - The Side Co-Prosperity Sphere_Track4.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,293,293,0,179007,0,2026-08-15T23:29:13.047997100Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E17 - Nahel Argama Recaptured_Track4.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,290,279,0,134765,0,2026-08-15T23:31:27.826660300Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E18 - Fateful Battle_Track4.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,201,200,0,98089,0,2026-08-15T23:33:05.935441700Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E19 - Another Cosmic Glow_Track4.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,182,180,0,78401,0,2026-08-15T23:34:24.352647800Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E20 - Laplace's Box_Track4.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,270,270,0,130239,0,2026-08-15T23:36:34.615620500Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E21 - To the World's End_Track4.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,184,179,0,80842,0,2026-08-15T23:37:55.471106400Z
Mobile Suit Gundam Unicorn Re0096 (2016) - S01E22 - Return_Track4.ass,Gundam Unicorn Season 1,Temporada 1,aya-expanse-8b,265,261,0,123655,1,2026-08-15T23:39:59.139873100Z
Mobile.Suit.Gundam.CCA_Track2.ass,[Joseki] Mobile Suit Gundam Char's Counterattack (1988)(BD AV1 Opus)[Eng Sub],Temporada Única,mistralai/mistral-nemo-instruct-2407,1886,1752,0,1482005,12,2026-07-30T14:49:34.218571800Z
Mobile.Suit.Gundam.F91_Track2.ass,[Joseki] Mobile Suit Gundam F91 (1991)(BD AV1 1080p Opus)[Eng Sub],Temporada Única,mistralai/mistral-nemo-instruct-2407,2069,1889,0,1951601,8,2026-07-30T22:50:41.741067400Z
[P9] Mobile Police Patlabor - Early Days - 01 (BD 1080p HEVC FLAC) [1B38296D]_Track3.ass,[P9] Mobile Police Patlabor - Early Days (BD 1080p HEVC FLAC) [Dual-Audio],Temporada Única,mistralai/mistral-nemo-instruct-2407,390,372,0,463175,2,2026-07-31T16:35:04.475696700Z
[P9] Mobile Police Patlabor - Early Days - 02 (BD 1080p HEVC FLAC) [FC70EA07]_Track3.ass,[P9] Mobile Police Patlabor - Early Days (BD 1080p HEVC FLAC) [Dual-Audio],Temporada Única,mistralai/mistral-nemo-instruct-2407,408,403,0,460294,3,2026-07-31T16:42:44.779727100Z
[P9] Mobile Police Patlabor - Early Days - 03 (BD 1080p HEVC FLAC) [328C5CF5]_Track3.ass,[P9] Mobile Police Patlabor - Early Days (BD 1080p HEVC FLAC) [Dual-Audio],Temporada Única,mistralai/mistral-nemo-instruct-2407,452,446,0,395312,2,2026-07-31T16:49:20.098598600Z
[P9] Mobile Police Patlabor - Early Days - 04 (BD 1080p HEVC FLAC) [774BCC33]_Track3.ass,[P9] Mobile Police Patlabor - Early Days (BD 1080p HEVC FLAC) [Dual-Audio],Temporada Única,mistralai/mistral-nemo-instruct-2407,394,385,0,433672,0,2026-07-31T16:56:33.777392400Z
[P9] Mobile Police Patlabor - Early Days - 05 (BD 1080p HEVC FLAC) [F3846830]_Track3.ass,[P9] Mobile Police Patlabor - Early Days (BD 1080p HEVC FLAC) [Dual-Audio],Temporada Única,mistralai/mistral-nemo-instruct-2407,342,338,0,392465,3,2026-07-31T17:03:06.249019500Z
[P9] Mobile Police Patlabor - Early Days - 06 (BD 1080p HEVC FLAC) [7435FC5E]_Track3.ass,[P9] Mobile Police Patlabor - Early Days (BD 1080p HEVC FLAC) [Dual-Audio],Temporada Única,mistralai/mistral-nemo-instruct-2407,411,404,0,480766,4,2026-07-31T17:11:07.025525300Z
[P9] Mobile Police Patlabor - Early Days - 07 (BD 1080p HEVC FLAC) [5D187EE1]_Track3.ass,[P9] Mobile Police Patlabor - Early Days (BD 1080p HEVC FLAC) [Dual-Audio],Temporada Única,mistralai/mistral-nemo-instruct-2407,255,248,0,287137,2,2026-07-31T17:15:54.170080100Z
[Sav1or] Memories - S01E01 - Magnetic Rose [BD][1080p][AV1][OPUS][Multi Dual Audio]_Track4.ass,Memories (1995),Temporada Única,mistralai/mistral-nemo-instruct-2407,492,471,0,380452,0,2026-08-03T00:28:35.958660Z
[Sav1or] Memories - S01E02 - Stink Bomb [BD][1080p][AV1][OPUS][Multi Dual Audio]_Track4.ass,Memories (1995),Temporada Única,mistralai/mistral-nemo-instruct-2407,415,402,0,359712,1,2026-08-03T00:34:35.680752900Z
[Sav1or] Memories - S01E03 - Cannon Fodder [BD][1080p][AV1][OPUS][Dual Audio]_Track4.ass,Memories (1995),Temporada Única,mistralai/mistral-nemo-instruct-2407,187,170,0,148547,0,2026-08-03T00:37:04.236580Z
[DB]86 Part 2_-_01_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 2,Temporada Única,aya-expanse-8b,299,293,0,115350,1,2026-08-16T11:29:48.832335400Z
[DB]86 Part 2_-_02_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 2,Temporada Única,aya-expanse-8b,337,332,0,116429,0,2026-08-16T11:31:45.272651Z
[DB]86 Part 2_-_03_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 2,Temporada Única,aya-expanse-8b,338,322,0,104908,2,2026-08-16T11:33:30.203175Z
[DB]86 Part 2_-_04_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 2,Temporada Única,aya-expanse-8b,343,339,0,137612,0,2026-08-16T11:35:47.826218300Z
[DB]86 Part 2_-_05_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 2,Temporada Única,aya-expanse-8b,247,242,0,87071,0,2026-08-16T11:37:14.911574Z
[DB]86 Part 2_-_06_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 2,Temporada Única,aya-expanse-8b,308,301,0,116775,0,2026-08-16T11:39:11.704439100Z
[DB]86 Part 2_-_07_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 2,Temporada Única,aya-expanse-8b,341,329,0,115530,0,2026-08-16T11:41:07.251149200Z
[DB]86 Part 2_-_08_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 2,Temporada Única,aya-expanse-8b,297,279,0,103201,3,2026-08-16T11:42:50.470478100Z
[DB]86 Part 2_-_09_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 2,Temporada Única,aya-expanse-8b,322,320,0,118958,0,2026-08-16T11:44:49.449793100Z
[DB]86 Part 2_-_10_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 2,Temporada Única,aya-expanse-8b,243,215,0,62505,0,2026-08-16T11:45:51.970964600Z
[DB]86 Part 2_-_11_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 2,Temporada Única,aya-expanse-8b,309,280,0,78349,1,2026-08-16T11:47:10.331413900Z
[DB]86 Part 2_-_12_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 2,Temporada Única,aya-expanse-8b,297,278,0,89881,4,2026-08-16T11:48:40.226993500Z
[DB]86_-_01_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,aya-expanse-8b,313,308,0,128681,1,2026-08-16T11:09:09.716285500Z
[DB]86_-_02_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,aya-expanse-8b,320,309,0,129969,0,2026-08-16T11:11:19.696244600Z
[DB]86_-_03_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,aya-expanse-8b,420,403,0,141686,0,2026-08-16T11:13:41.394571Z
[DB]86_-_04_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,aya-expanse-8b,360,354,0,123792,3,2026-08-16T11:15:45.214668400Z
[DB]86_-_05_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,aya-expanse-8b,335,315,0,108541,1,2026-08-16T11:17:33.768655600Z
[DB]86_-_06_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,aya-expanse-8b,360,350,0,117585,1,2026-08-16T11:19:31.365159200Z
[DB]86_-_07_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,aya-expanse-8b,297,291,0,110700,0,2026-08-16T11:21:22.079926800Z
[DB]86_-_08_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,aya-expanse-8b,326,315,0,112459,1,2026-08-16T11:23:14.552618600Z
[DB]86_-_09_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,aya-expanse-8b,288,275,0,82976,5,2026-08-16T11:24:37.542234800Z
[DB]86_-_10_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,aya-expanse-8b,283,276,0,87387,0,2026-08-16T11:26:04.955373400Z
[DB]86_-_11_(Dual Audio_10bit_BD1080p_x265)_Track6.ass,86 Part 1,Temporada Única,aya-expanse-8b,272,257,0,85731,10,2026-08-16T11:27:30.698089Z
[Lulu] Break Blade - 01 [BD 1080p Hi10 FLAC][Dual-Audio]_Track4.ass,[Lulu] Break Blade Movies [BD 1080p Hi10 FLAC][Dual-Audio],Temporada Única,mistralai/mistral-nemo-instruct-2407,3,3,0,6479,0,2026-08-06T03:49:32.170914500Z
[Lulu] Break Blade - 02 [BD 1080p Hi10 FLAC][Dual-Audio]_Track4.ass,[Lulu] Break Blade Movies [BD 1080p Hi10 FLAC][Dual-Audio],Temporada Única,mistralai/mistral-nemo-instruct-2407,3,3,0,13035,0,2026-08-06T03:49:45.219434Z
[Lulu] Break Blade - 03 [BD 1080p Hi10 FLAC][Dual-Audio]_Track4.ass,[Lulu] Break Blade Movies [BD 1080p Hi10 FLAC][Dual-Audio],Temporada Única,mistralai/mistral-nemo-instruct-2407,3,3,0,9035,2,2026-08-06T03:49:54.260050600Z
[Lulu] Break Blade - 04 [BD 1080p Hi10 FLAC][Dual-Audio]_Track4.ass,[Lulu] Break Blade Movies [BD 1080p Hi10 FLAC][Dual-Audio],Temporada Única,mistralai/mistral-nemo-instruct-2407,3,3,0,5362,1,2026-08-06T03:49:59.628171900Z
[Lulu] Break Blade - 05 [BD 1080p Hi10 FLAC][Dual-Audio]_Track4.ass,[Lulu] Break Blade Movies [BD 1080p Hi10 FLAC][Dual-Audio],Temporada Única,mistralai/mistral-nemo-instruct-2407,3,3,0,6698,1,2026-08-06T03:50:06.333343700Z
[Lulu] Break Blade - 06 [BD 1080p Hi10 FLAC][Dual-Audio]_Track4.ass,[Lulu] Break Blade Movies [BD 1080p Hi10 FLAC][Dual-Audio],Temporada Única,mistralai/mistral-nemo-instruct-2407,1,1,0,3837,1,2026-08-06T03:50:10.179457100Z
Mobile.Suit.Gundam.0080.War.in.the.Pocket.S01E01_Track2.ass,[Joseki] Mobile Suit Gundam 0080 War in the Pocket COMPLETE (1989)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,aya-expanse-8b,236,220,0,97015,6,2026-08-16T10:29:21.508541500Z
Mobile.Suit.Gundam.0080.War.in.the.Pocket.S01E02_Track2.ass,[Joseki] Mobile Suit Gundam 0080 War in the Pocket COMPLETE (1989)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,aya-expanse-8b,240,233,0,95539,5,2026-08-16T10:30:57.066351Z
Mobile.Suit.Gundam.0080.War.in.the.Pocket.S01E03_Track2.ass,[Joseki] Mobile Suit Gundam 0080 War in the Pocket COMPLETE (1989)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,aya-expanse-8b,305,305,0,117960,2,2026-08-16T10:32:55.045502Z
Mobile.Suit.Gundam.0080.War.in.the.Pocket.S01E04_Track2.ass,[Joseki] Mobile Suit Gundam 0080 War in the Pocket COMPLETE (1989)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,aya-expanse-8b,278,274,0,120451,6,2026-08-16T10:34:55.514323200Z
Mobile.Suit.Gundam.0080.War.in.the.Pocket.S01E05_Track2.ass,[Joseki] Mobile Suit Gundam 0080 War in the Pocket COMPLETE (1989)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,aya-expanse-8b,328,317,0,113191,4,2026-08-16T10:36:48.717347700Z
Mobile.Suit.Gundam.0080.War.in.the.Pocket.S01E06_Track2.ass,[Joseki] Mobile Suit Gundam 0080 War in the Pocket COMPLETE (1989)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,aya-expanse-8b,237,232,0,84446,2,2026-08-16T10:38:13.177476300Z
[Sokudo] DanMachi - S00E01 Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka - OVA [1080p BD][AV1][dual audio]_Track3.ass,[Sokudo] DanMachi,Temporada Única,mistralai/mistral-nemo-instruct-2407,412,396,0,452769,15,2026-08-07T02:43:20.804922600Z
[Sokudo] DanMachi - S00E02 Arrow of the Orion [1080p BD][AV1][dual audio]_Track3.ass,[Sokudo] DanMachi,Temporada Única,mistralai/mistral-nemo-instruct-2407,1113,1042,0,1160692,27,2026-08-07T03:02:41.510563500Z
[Sokudo] DanMachi - S00E04 OVA [1080p BD][AV1][dual audio]_Track3.ass,[Sokudo] DanMachi,Temporada Única,mistralai/mistral-nemo-instruct-2407,471,437,0,494440,14,2026-08-07T03:10:55.964834Z
[Lulu] Break Blade - 01 [BD 1080p Hi10 FLAC][Dual-Audio]_Track3.ass,Break Blade 1,Temporada Única,mistralai/mistral-nemo-instruct-2407,583,0,548,3706,1,2026-08-07T15:33:41.974033Z
[Lulu] Break Blade - 02 [BD 1080p Hi10 FLAC][Dual-Audio]_Track3.ass,Break Blade 2,Temporada Única,mistralai/mistral-nemo-instruct-2407,573,4,549,5048,0,2026-08-07T15:34:02.464398600Z
[Lulu] Break Blade - 03 [BD 1080p Hi10 FLAC][Dual-Audio]_Track3.ass,Break Blade 3,Temporada Única,mistralai/mistral-nemo-instruct-2407,490,0,463,4435,2,2026-08-07T15:34:21.016876Z
[Lulu] Break Blade - 04 [BD 1080p Hi10 FLAC][Dual-Audio]_Track3.ass,Break Blade 4,Temporada Única,mistralai/mistral-nemo-instruct-2407,528,1,515,11123,2,2026-08-07T15:34:46.835248700Z
[Lulu] Break Blade - 05 [BD 1080p Hi10 FLAC][Dual-Audio]_Track3.ass,Break Blade 5,Temporada Única,mistralai/mistral-nemo-instruct-2407,436,2,424,4961,1,2026-08-07T15:34:59.798776400Z
[Lulu] Break Blade - 06 [BD 1080p Hi10 FLAC][Dual-Audio]_Track3.ass,Break Blade 6,Temporada Única,mistralai/mistral-nemo-instruct-2407,486,1,450,2439,1,2026-08-07T15:35:16.439729Z
[Sokudo] DanMachi - S00E02 Arrow of the Orion [1080p BD][AV1][dual audio]_ENG.ass,DanMachi Arrow of the Orion,Temporada Única,mistralai/mistral-nemo-instruct-2407,1113,1038,0,967448,32,2026-08-07T13:30:54.464957800Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E01 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,mistralai/mistral-nemo-instruct-2407,400,348,46,421800,1,2026-08-07T13:37:58.766266400Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E02 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,mistralai/mistral-nemo-instruct-2407,398,390,0,485884,4,2026-08-07T13:46:04.680437600Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E03 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,mistralai/mistral-nemo-instruct-2407,318,309,0,325040,2,2026-08-07T13:51:29.735939500Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E04 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,mistralai/mistral-nemo-instruct-2407,393,391,0,422406,1,2026-08-07T13:58:32.156256500Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E05 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,mistralai/mistral-nemo-instruct-2407,379,372,0,436923,7,2026-08-07T14:05:49.093982700Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E06 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,mistralai/mistral-nemo-instruct-2407,353,350,0,391664,1,2026-08-07T14:12:20.779269500Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E07 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,mistralai/mistral-nemo-instruct-2407,359,341,0,385923,4,2026-08-07T14:18:46.717318900Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E08 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,mistralai/mistral-nemo-instruct-2407,373,370,0,451167,6,2026-08-07T14:26:17.899130300Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E09 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,mistralai/mistral-nemo-instruct-2407,386,383,0,469116,3,2026-08-07T14:34:07.035965500Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E10 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,mistralai/mistral-nemo-instruct-2407,371,366,0,482856,0,2026-08-07T14:42:09.905449300Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E11 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,mistralai/mistral-nemo-instruct-2407,356,347,0,443955,2,2026-08-07T14:49:33.875148Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E12 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,mistralai/mistral-nemo-instruct-2407,301,296,0,356623,0,2026-08-07T14:55:30.513180800Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E13 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,mistralai/mistral-nemo-instruct-2407,365,361,0,433010,0,2026-08-07T15:02:43.546444100Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E14 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,mistralai/mistral-nemo-instruct-2407,338,331,0,418677,5,2026-08-07T15:09:42.240578Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V - S05E15 [1080p BD AV1][Dual Audio]_ENG.ass,DanMachi Season 05,Temporada 5,mistralai/mistral-nemo-instruct-2407,319,312,0,321715,1,2026-08-07T15:15:03.973067200Z
[Sokudo] DanMachi - S00E01 Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka - OVA [1080p BD][AV1][dual audio]_ENG.ass,DanMachi Season 00,Temporada 0,mistralai/mistral-nemo-instruct-2407,412,401,0,427982,7,2026-08-07T15:22:16.722353400Z
[Sokudo] DanMachi - S00E04 OVA [1080p BD][AV1][dual audio]_ENG.ass,DanMachi Season 00,Temporada 0,mistralai/mistral-nemo-instruct-2407,471,440,0,480447,9,2026-08-07T15:30:17.187704300Z
